time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-03-23T08:30:42.080Z,38.8269997,-122.8529968,1.92,0.32,md,7,123,0.003076,0.02,nc,nc73155195,2019-03-23T10:03:04.222Z,"10km WNW of The Geysers, CA",earthquake,0.64,0.88,0.24,2,automatic,nc,nc
2019-03-23T08:21:30.410Z,62.9226,-151.5627,0,1.7,ml,,,,0.43,ak,ak0193rqyhpr,2019-03-23T08:25:51.959Z,"100km NW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-23T08:11:43.388Z,61.0026,-150.3566,39.8,1.5,ml,,,,0.22,ak,ak0193rqwdk2,2019-03-23T08:14:59.495Z,"34km SW of Anchorage, Alaska",earthquake,,1,,,automatic,ak,ak
2019-03-23T08:11:22.630Z,-22.785,-63.7503,533.02,4.7,mb,,59,4.087,0.72,us,us1000jklk,2019-03-23T08:27:18.040Z,"21km SSE of General Enrique Mosconi, Argentina",earthquake,12.8,11.1,0.085,42,reviewed,us,us
2019-03-23T08:02:17.580Z,-4.5857,102.4298,35,5,mb,,103,0.57,0.93,us,us1000jklj,2019-03-23T08:18:54.040Z,"88km SSE of Bengkulu, Indonesia",earthquake,7.1,2,0.11,26,reviewed,us,us
2019-03-23T07:59:26.765Z,61.4553,-146.6295,28.6,1.6,ml,,,,1.07,ak,ak0193rql71i,2019-03-23T08:06:37.650Z,"39km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-23T07:47:42.050Z,-31.757,-177.7811,10,5.2,mb,,77,26.192,0.83,us,us1000jkl9,2019-03-23T08:07:53.040Z,"112km ESE of L'Esperance Rock, New Zealand",earthquake,15,1.9,0.076,57,reviewed,us,us
2019-03-23T07:35:10.970Z,19.4138336,-155.3130035,2.4,1.86,ml,24,77,0.01421,0.17,hv,hv70880692,2019-03-23T09:24:48.591Z,"8km WSW of Volcano, Hawaii",earthquake,0.33,0.4,0.21,5,automatic,hv,hv
2019-03-23T07:34:31.340Z,38.8221664,-122.8570023,1.81,0.87,md,12,101,0.005372,0.03,nc,nc73155175,2019-03-23T07:57:05.702Z,"10km WNW of The Geysers, CA",earthquake,0.35,0.71,0.04,2,automatic,nc,nc
2019-03-23T07:34:18.636Z,37.3043,-117.4893,7.4,3.3,ml,21,35.58,0.144,0.2023,nn,nn00680709,2019-03-24T02:05:45.817Z,"51km SSW of Goldfield, Nevada",earthquake,,2.1,0.25,11,reviewed,nn,nn
2019-03-23T07:31:27.250Z,59.0148,-151.0643,27.8,2.1,ml,,,,0.35,ak,ak0193rqf75n,2019-03-23T07:35:31.343Z,"75km SSE of Homer, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-23T07:25:29.870Z,35.6335,-117.6105,11.83,1.15,ml,16,108,0.1282,0.16,ci,ci38282695,2019-03-23T07:29:26.562Z,"6km ENE of Ridgecrest, CA",earthquake,0.32,0.91,0.158,15,automatic,ci,ci
2019-03-23T07:25:21.510Z,34.6128333,-118.624,8.74,1.1,ml,19,53,0.08208,0.26,ci,ci38282687,2019-03-23T07:29:08.922Z,"14km N of Castaic, CA",earthquake,0.62,1.66,0.127,27,automatic,ci,ci
2019-03-23T07:18:31.500Z,17.9958,-67.165,13,2.01,md,4,264,0.0564,0.06,pr,pr2019082007,2019-03-23T13:19:09.779Z,"3km S of Boqueron, Puerto Rico",earthquake,1.01,0.33,0.03,3,reviewed,pr,pr
2019-03-23T07:17:26.740Z,38.8083344,-122.7716675,0.8,0.48,md,10,82,0.008592,0.02,nc,nc73155165,2019-03-23T07:35:02.386Z,"4km NNW of The Geysers, CA",earthquake,0.26,0.72,0.08,2,automatic,nc,nc
2019-03-23T07:12:21.190Z,18.5601,-64.3586,40,2.48,md,6,347,1.5477,0.27,pr,pr2019082006,2019-03-23T13:18:53.139Z,"31km ENE of Road Town, British Virgin Islands",earthquake,5.27,19.12,0.17,6,reviewed,pr,pr
2019-03-23T07:07:55.390Z,38.8393326,-122.8278351,1.24,0.57,md,8,75,0.006022,0.02,nc,nc73155160,2019-03-23T07:23:02.316Z,"9km NW of The Geysers, CA",earthquake,0.47,0.95,,1,automatic,nc,nc
2019-03-23T06:53:30.000Z,19.1533337,-155.4791718,28.76,1.83,md,32,164,0.01625,0.17,hv,hv70880642,2019-03-23T09:28:01.802Z,"5km S of Pahala, Hawaii",earthquake,0.91,1.36,0.11,3,automatic,hv,hv
2019-03-23T06:52:02.345Z,39.9125,-120.0507,8.2,0.3,ml,4,180.37,0.176,0.0863,nn,nn00680743,2019-03-24T02:05:57.924Z,"26km NNW of Cold Springs, Nevada",earthquake,,5.8,0,1,reviewed,nn,nn
2019-03-23T06:37:05.937Z,61.4359,-150.0815,31.1,1.6,ml,,,,0.58,ak,ak0193rpv02w,2019-03-23T06:41:51.606Z,"11km SW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-23T06:35:18.214Z,66.2852,-157.2884,14.4,1.6,ml,,,,0.82,ak,ak0193rpull9,2019-03-23T06:47:32.810Z,"71km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-23T06:35:05.144Z,61.4439,-150.0877,30.4,1.7,ml,,,,1.27,ak,ak0193rpukkz,2019-03-23T06:39:40.914Z,"11km SW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-23T06:33:18.090Z,37.308,-117.4987,0.1,1,ml,10,176.22,0.137,0.15,nn,nn00680702,2019-03-23T06:35:35.830Z,"50km SSW of Goldfield, Nevada",earthquake,,10.6,,,automatic,nn,nn
2019-03-23T06:27:39.149Z,39.903,-120.0499,6.9,-0.2,ml,4,175.07,0.178,0.0661,nn,nn00680742,2019-03-24T02:05:56.281Z,"25km NNW of Cold Springs, Nevada",earthquake,,6.7,0,1,reviewed,nn,nn
2019-03-23T06:18:05.640Z,37.35,-117.504,0.8,0.8,ml,8,189.91,0.168,0.26,nn,nn00680701,2019-03-23T06:19:35.498Z,"46km SSW of Goldfield, Nevada",earthquake,,20.6,,,automatic,nn,nn
2019-03-23T06:10:54.520Z,38.8240013,-122.8553314,1.68,1.19,md,22,66,0.003738,0.03,nc,nc73155155,2019-03-23T08:37:02.743Z,"10km WNW of The Geysers, CA",earthquake,0.2,0.38,0.05,6,automatic,nc,nc
2019-03-23T06:06:09.180Z,33.486,-116.7911667,5.26,1.03,ml,44,71,0.0274,0.19,ci,ci38282663,2019-03-23T06:09:52.202Z,"8km NE of Aguanga, CA",earthquake,0.2,0.68,0.117,26,automatic,ci,ci
2019-03-23T06:05:16.850Z,38.8373337,-122.7818298,1.98,0.56,md,8,99,0.006736,0.01,nc,nc73155150,2019-03-23T06:37:03.015Z,"5km WNW of Cobb, CA",earthquake,0.63,1.37,,1,automatic,nc,nc
2019-03-23T05:58:51.330Z,38.8093338,-122.8251648,1.76,0.56,md,8,113,0.00317,0.04,nc,nc73155140,2019-03-23T06:14:02.880Z,"7km WNW of The Geysers, CA",earthquake,0.5,1.17,,1,automatic,nc,nc
2019-03-23T05:58:22.813Z,59.85,-141.6714,10.9,1.9,ml,,,,0.59,ak,ak0193rpe3t5,2019-03-23T06:03:13.987Z,"48km ESE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-23T05:41:52.615Z,66.2142,-157.2884,2.7,1.9,ml,,,,0.9,ak,ak0193rpaixp,2019-03-23T05:50:21.298Z,"79km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-23T05:10:52.820Z,-7.0633,125.1116,508.09,4.6,mb,,50,2.802,0.83,us,us1000jkkm,2019-03-23T05:24:55.040Z,"173km NNW of Dili, East Timor",earthquake,11.9,10,0.1,30,reviewed,us,us
2019-03-23T05:06:11.480Z,61.4966,-149.932,32.8,1.5,ml,,,,0.6,ak,ak0193rp2xp8,2019-03-23T05:09:03.982Z,"3km SSE of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-23T05:00:19.401Z,58.436,-137.1553,0,2.4,ml,,,,1.26,ak,ak0193rp1o0k,2019-03-23T06:56:40.040Z,"82km W of Gustavus, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-23T04:59:21.800Z,33.2271667,-116.7383333,11.07,0.82,ml,33,50,0.01924,0.16,ci,ci38282607,2019-03-23T05:03:08.498Z,"3km SE of Lake Henshaw, CA",earthquake,0.25,0.51,0.106,24,automatic,ci,ci
2019-03-23T04:54:47.590Z,35.529335,-120.7783356,4.18,1.77,md,7,193,0.1098,0.03,nc,nc73155135,2019-03-23T07:30:03.354Z,"7km WSW of Templeton, CA",earthquake,1.91,4.43,0.2,3,automatic,nc,nc
2019-03-23T04:49:43.601Z,61.3849,-150.0134,37.5,1.3,ml,,,,0.35,ak,ak0193roqsd4,2019-03-23T04:53:40.876Z,"15km SSW of Big Lake, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-03-23T04:48:56.210Z,36.5755005,-121.1715012,5.48,2.21,md,21,111,,0.07,nc,nc73155130,2019-03-23T06:48:03.090Z,"6km NNW of Pinnacles, CA",earthquake,0.28,0.48,0.21,17,automatic,nc,nc
2019-03-23T04:37:41.110Z,19.4031658,-155.2858276,0.58,1.72,md,18,55,0.01382,0.15,hv,hv70880427,2019-03-23T04:43:35.910Z,"5km WSW of Volcano, Hawaii",earthquake,0.21,0.28,0.27,14,automatic,hv,hv
2019-03-23T04:30:51.710Z,38.8093338,-122.8236694,2.51,0.56,md,9,117,0.004329,0.03,nc,nc73155120,2019-03-23T05:06:04.492Z,"7km WNW of The Geysers, CA",earthquake,0.45,1.16,,1,automatic,nc,nc
2019-03-23T04:27:19.410Z,38.8219986,-122.7910004,-0.43,0.47,md,8,85,0.01188,0.02,nc,nc73155115,2019-03-23T06:33:04.993Z,"6km NNW of The Geysers, CA",earthquake,0.26,1.08,0.08,2,automatic,nc,nc
2019-03-23T04:25:04.120Z,38.8248329,-122.8503342,1.84,0.9,md,10,98,0.005781,0.03,nc,nc73155110,2019-03-23T04:43:03.347Z,"10km WNW of The Geysers, CA",earthquake,0.38,0.71,,1,automatic,nc,nc
2019-03-23T04:16:10.320Z,38.8144989,-122.7838364,1.18,0.56,md,10,73,0.002756,0.03,nc,nc73155105,2019-03-23T06:06:02.834Z,"5km NNW of The Geysers, CA",earthquake,0.34,0.45,0.19,3,automatic,nc,nc
2019-03-23T04:09:05.250Z,38.8279991,-122.7986679,1.8,2.07,md,29,38,0.01003,0.04,nc,nc73155100,2019-03-23T05:40:03.689Z,"7km W of Cobb, CA",earthquake,0.17,0.3,0.14,9,automatic,nc,nc
2019-03-23T03:30:01.650Z,38.7828331,-122.7633362,-0.52,2.17,md,28,65,0.01224,0.07,nc,nc73155095,2019-03-23T05:25:02.655Z,"1km NW of The Geysers, CA",earthquake,0.19,0.53,0.08,8,automatic,nc,nc
2019-03-23T03:28:02.180Z,38.7804985,-122.7618332,0.07,0.54,md,7,105,0.01023,0.01,nc,nc73155090,2019-03-23T03:43:03.199Z,"1km NW of The Geysers, CA",earthquake,0.28,0.59,0.03,2,automatic,nc,nc
2019-03-23T03:10:03.557Z,61.8615,-148.3515,21,0.7,ml,,,,0.55,ak,ak0193rnws0c,2019-03-23T15:58:24.692Z,"27km ENE of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-03-23T03:10:00.990Z,36.0675,-117.6773333,1.07,0.54,ml,9,90,0.08282,0.16,ci,ci38282559,2019-03-23T03:13:38.239Z,"24km E of Coso Junction, CA",earthquake,0.5,0.94,0.215,3,automatic,ci,ci
2019-03-23T03:08:56.150Z,36.7330017,-121.3330002,-0.4,1.21,md,8,161,0.02464,0.31,nc,nc73155085,2019-03-23T05:10:03.517Z,"6km S of Tres Pinos, CA",earthquake,4.31,5.91,0.28,6,automatic,nc,nc
2019-03-23T02:52:49.670Z,18,-67.0366,14,1.85,md,6,114,0.0315,0.1,pr,pr2019082005,2019-03-23T05:25:16.517Z,"2km NNE of La Parguera, Puerto Rico",earthquake,0.82,1.09,0.37,6,reviewed,pr,pr
2019-03-23T02:49:03.126Z,39.5613,-120.0471,8.8,0.1,ml,6,139.66,0.081,0.0553,nn,nn00680740,2019-03-24T02:05:54.744Z,"6km NW of Verdi, Nevada",earthquake,,2,0,1,reviewed,nn,nn
2019-03-23T02:27:08.370Z,19.7121,-68.726,4,2.5,md,4,272,1.2467,0.47,pr,pr2019082004,2019-03-23T06:35:09.040Z,"81km NE of Santa Barbara de Samana, Dominican Republic",earthquake,7.48,6.44,0.1,4,reviewed,pr,pr
2019-03-23T02:24:53.200Z,19.3398342,-155.1166687,3.35,1.87,ml,38,140,0.04555,0.19,hv,hv70880167,2019-03-23T02:30:37.640Z,"16km SE of Volcano, Hawaii",earthquake,0.41,1.22,0.34,5,automatic,hv,hv
2019-03-23T02:07:42.600Z,40.0066,-119.2759,0,1.4,ml,9,225.9,0.308,0.2465,nn,nn00680700,2019-03-24T02:05:34.407Z,"44km N of Fernley, Nevada",earthquake,,0,0.44,5,reviewed,nn,nn
2019-03-23T02:07:14.857Z,65.4559,-153.3587,10.7,2.7,ml,,,,0.98,ak,ak0193rnaw2h,2019-03-23T02:28:19.040Z,"67km WNW of Tanana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-23T01:55:00.950Z,19.4203339,-155.3223267,1.64,2.13,ml,24,87,0.0251,0.17,hv,hv70880107,2019-03-23T02:00:51.130Z,"8km W of Volcano, Hawaii",earthquake,0.29,0.42,0.32,7,automatic,hv,hv
2019-03-23T01:54:55.820Z,19.4301662,-155.3236694,-0.28,2.13,ml,16,97,0.03201,0.17,hv,hv70880102,2019-03-23T02:00:42.250Z,"9km W of Volcano, Hawaii",earthquake,0.26,0.37,0.23,7,automatic,hv,hv
2019-03-23T01:49:41.510Z,35.7331667,-118.4271667,2.71,1,ml,9,101,0.07211,0.13,ci,ci38282487,2019-03-23T01:53:18.248Z,"2km S of Kernville, CA",earthquake,0.42,0.38,0.207,8,automatic,ci,ci
2019-03-23T01:44:14.946Z,39.9076,-120.0507,5.8,0.4,ml,4,177.63,0.177,0.2076,nn,nn00680739,2019-03-24T02:05:53.309Z,"26km NNW of Cold Springs, Nevada",earthquake,,17.3,0,1,reviewed,nn,nn
2019-03-23T01:41:51.130Z,36.476,-115.6917,7.1,0.7,ml,8,265,0.63,0.16,nn,nn00680698,2019-03-23T01:44:54.644Z,"39km NE of Pahrump, Nevada",earthquake,,15.8,,,automatic,nn,nn
2019-03-23T01:36:45.510Z,33.7436667,-116.0305,3.12,1.1,ml,26,55,0.0945,0.19,ci,ci38282479,2019-03-23T01:40:28.865Z,"15km ENE of Coachella, CA",earthquake,0.26,0.55,0.138,28,automatic,ci,ci
2019-03-23T01:25:43.250Z,37.4471664,-118.6549988,5.88,1.41,md,14,168,0.1189,0.02,nc,nc73155070,2019-03-23T01:43:02.345Z,"6km NW of Round Valley, CA",earthquake,0.33,2.18,0.23,8,automatic,nc,nc
2019-03-23T01:23:00.360Z,18.38,-67.0428,9,2.04,md,4,266,0.2907,0.21,pr,pr2019082003,2019-03-23T05:24:42.229Z,"7km NW of San Sebastian, Puerto Rico",earthquake,1.28,1.64,0.16,3,reviewed,pr,pr
2019-03-23T01:21:23.100Z,34.0688333,-117.4943333,2.82,1.34,ml,40,47,0.02874,0.2,ci,ci38282447,2019-03-23T01:25:06.202Z,"5km SW of Fontana, CA",earthquake,0.23,0.31,0.193,27,automatic,ci,ci
2019-03-23T01:08:57.412Z,39.9189,-120.0497,9.1,0.5,ml,5,183.83,0.174,0.1487,nn,nn00680738,2019-03-24T02:05:51.913Z,"27km NNW of Cold Springs, Nevada",earthquake,,5.3,0.31,2,reviewed,nn,nn
2019-03-23T00:58:09.367Z,36.6192,-116.9521,6.5,1.4,ml,27,158.06,0.107,0.1654,nn,nn00680692,2019-03-24T02:05:31.751Z,"36km SSW of Beatty, Nevada",earthquake,,1.2,0.31,8,reviewed,nn,nn
2019-03-23T00:47:22.090Z,34.008,-117.1816667,14.62,2.05,ml,79,20,0.06092,0.2,ci,ci38282439,2019-03-23T04:13:34.379Z,"5km S of Redlands, CA",earthquake,0.2,0.4,0.178,24,automatic,ci,ci
2019-03-23T00:45:15.540Z,18.1708,-66.9298,7,1.2,md,5,142,0.1561,0.49,pr,pr2019082002,2019-03-23T05:24:29.293Z,"5km ESE of Maricao, Puerto Rico",earthquake,1.94,4.13,0.26,5,reviewed,pr,pr
2019-03-23T00:37:04.360Z,18.5848,-66.4821,66,2.6,md,10,251,0.1177,0.34,pr,pr2019082001,2019-03-23T05:24:13.370Z,"13km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.81,0.98,0.25,9,reviewed,pr,pr
2019-03-23T00:36:58.360Z,38.8371658,-122.7901688,1.38,0.87,md,10,83,0.01205,0.02,nc,nc73155060,2019-03-23T01:10:03.146Z,"6km WNW of Cobb, CA",earthquake,0.26,0.59,0.31,3,automatic,nc,nc
2019-03-23T00:30:20.810Z,19.4098333,-155.6435,-0.28,1.28,md,18,160,0.01658,0.09,hv,hv70879982,2019-03-23T01:28:38.320Z,"23km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.41,0.35,0.085,7,reviewed,hv,hv
2019-03-23T00:16:35.080Z,47.1298333,-114.6525,13.65,1.39,ml,15,112,0.171,0.07,mb,mb80338564,2019-03-24T03:06:26.260Z,"19km ESE of Superior, Montana",earthquake,0.26,0.69,0.277,2,reviewed,mb,mb
2019-03-23T00:15:50.880Z,18.7261,-67.5745,123,2.74,md,4,336,0.736,0.33,pr,pr2019082000,2019-03-23T05:28:21.040Z,"33km WNW of Aguadilla, Puerto Rico",earthquake,8.77,4.59,0.35,4,reviewed,pr,pr
2019-03-23T00:12:48.743Z,40.0147,-119.6708,17.3,1,ml,3,249.58,0.138,0.0715,nn,nn00680736,2019-03-24T02:05:50.386Z,"40km N of Spanish Springs, Nevada",earthquake,,3.5,0,1,reviewed,nn,nn
2019-03-23T00:09:13.820Z,-19.4094,169.1625,147.88,4.7,mb,,78,3.568,0.58,us,us1000jkjk,2019-03-23T00:29:22.040Z,"19km NW of Isangel, Vanuatu",earthquake,10.6,9.6,0.069,64,reviewed,us,us
2019-03-23T00:03:48.312Z,61.486,-151.9859,97.8,2.2,ml,,,,0.44,ak,ak0193rm37d7,2019-03-23T00:15:14.268Z,"96km NNW of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-22T23:23:35.580Z,38.4372,-118.3585,11.3,0.5,ml,3,245.56,0.219,0.0176,nn,nn00680691,2019-03-23T02:06:29.911Z,"25km ESE of Hawthorne, Nevada",earthquake,,6.7,0.49,3,reviewed,nn,nn
2019-03-22T23:00:07.580Z,34.0681667,-117.5013333,3.03,1.18,ml,34,50,0.02427,0.19,ci,ci38282343,2019-03-22T23:03:54.710Z,"5km SW of Fontana, CA",earthquake,0.24,0.33,0.252,32,automatic,ci,ci
2019-03-22T22:59:35.940Z,34.0685,-117.4955,3.03,1.22,ml,37,66,0.02807,0.2,ci,ci38282335,2019-03-22T23:03:22.467Z,"5km SW of Fontana, CA",earthquake,0.27,0.33,0.177,27,automatic,ci,ci
2019-03-22T22:54:25.748Z,39.8977,-120.0487,4.6,1.1,ml,3,172.05,0.178,0.0375,nn,nn00680690,2019-03-23T02:06:28.196Z,"24km NNW of Cold Springs, Nevada",earthquake,,16,0,1,reviewed,nn,nn
2019-03-22T22:47:19.040Z,33.863,-117.5026667,-0.31,1.36,ml,30,79,0.05022,0.22,ci,ci38282311,2019-03-23T00:09:31.026Z,"2km SE of Home Gardens, CA",quarry blast,0.43,31.61,0.121,37,reviewed,ci,ci
2019-03-22T22:42:32.910Z,19.4498329,-155.315506,0.01,1.77,ml,13,130,0.03677,0.32,hv,hv70879827,2019-03-22T22:48:17.220Z,"8km WNW of Volcano, Hawaii",earthquake,0.72,1.09,5.62,3,automatic,hv,hv
2019-03-22T22:41:45.040Z,19.4166667,-155.3218333,2.03,1.82,ml,24,83,0.0229,0.09,hv,hv70879822,2019-03-23T00:01:56.340Z,"8km W of Volcano, Hawaii",earthquake,0.23,0.35,0.184,7,reviewed,hv,hv
2019-03-22T22:36:18.530Z,36.71,-97.6772,5,3.1,mb_lg,,49,0.203,0.71,us,us1000jkir,2019-03-25T05:03:33.493Z,"11km SSE of Medford, Oklahoma",earthquake,1.1,1.9,0.054,90,reviewed,us,us
2019-03-22T22:34:11.470Z,32.9328333,-116.3088333,5,1.37,ml,42,57,0.1038,0.16,ci,ci38282295,2019-03-22T22:52:18.530Z,"24km ENE of Pine Valley, CA",earthquake,0.18,0.63,0.144,41,reviewed,ci,ci
2019-03-22T22:04:41.390Z,33.7028333,-116.8121667,15.31,1.34,ml,54,32,0.07849,0.21,ci,ci38282263,2019-03-22T22:16:02.770Z,"9km ESE of Valle Vista, CA",earthquake,0.24,0.43,0.343,27,automatic,ci,ci
2019-03-22T21:32:59.740Z,38.8393333,-122.833,2.52,0.34,md,12,109,0.00208,0.06,nc,nc73155045,2019-03-22T23:21:03.512Z,"10km NW of The Geysers, CA",earthquake,0.6,0.35,0.203,3,reviewed,nc,nc
2019-03-22T21:31:16.290Z,35.1968333,-120.7526667,9.29,0.93,md,9,88,0.02946,0.09,nc,nc73155050,2019-03-22T22:47:03.245Z,"3km NW of Avila Beach, CA",earthquake,0.64,0.85,0.204,12,reviewed,nc,nc
2019-03-22T21:31:16.020Z,19.3941667,-155.4556667,7.07,1.71,ml,40,35,0.08606,0.12,hv,hv70879682,2019-03-22T22:13:16.380Z,"21km N of Pahala, Hawaii",earthquake,0.29,0.93,0.101,6,reviewed,hv,hv
2019-03-22T21:23:55.410Z,-16.7838,-172.9529,35,5,mb,,54,3.074,0.77,us,us1000jki6,2019-03-23T01:05:29.040Z,"125km SE of Hihifo, Tonga",earthquake,7,1.9,0.04,195,reviewed,us,us
2019-03-22T21:21:11.947Z,59.0403,-136.1616,3.5,1.9,ml,,,,0.4,ak,ak0193qb5qnu,2019-03-22T21:24:29.181Z,"46km WSW of Haines, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-22T21:20:14.840Z,19.4196663,-155.3191681,2.06,1.74,ml,20,121,0.02226,0.11,hv,hv70879647,2019-03-22T21:26:21.860Z,"8km W of Volcano, Hawaii",earthquake,0.32,0.57,0.13,4,automatic,hv,hv
2019-03-22T21:10:02.260Z,33.8743333,-117.0285,-0.89,1.02,ml,17,120,0.06158,0.15,ci,ci38282143,2019-03-22T22:57:03.355Z,"8km SW of Beaumont, CA",quarry blast,0.35,31.61,0.125,23,reviewed,ci,ci
2019-03-22T21:09:12.490Z,46.8693333,-112.518,14.73,1.34,ml,12,102,0.128,0.1,mb,mb80338549,2019-03-24T03:01:20.790Z,"15km SE of Lincoln, Montana",earthquake,0.34,0.5,0.206,2,reviewed,mb,mb
2019-03-22T21:07:08.941Z,36.7085,-116.3039,8.7,0,ml,19,74.67,0.056,0.1008,nn,nn00680673,2019-03-23T02:06:25.456Z,"46km ESE of Beatty, Nevada",earthquake,,1,0.24,9,reviewed,nn,nn
2019-03-22T21:04:46.010Z,49.447,-120.534666666667,-0.23,1.92,ml,7,238,,0.27,uw,uw61514787,2019-03-23T18:36:59.070Z,"2km SW of Princeton, Canada",explosion,5.31,31.61,0.0257526766656547,3,reviewed,uw,uw
2019-03-22T21:04:44.515Z,40.039,-118.8367,8.4,1,ml,4,329.03,0.534,0.1586,nn,nn00680688,2019-03-23T02:06:26.764Z,"34km WSW of Lovelock, Nevada",earthquake,,4,0.27,3,reviewed,nn,nn
2019-03-22T21:00:50.470Z,62.7683,-149.2344,60.2,1.9,ml,,,,0.77,ak,ak0193qb1blj,2019-03-22T21:05:15.515Z,"66km NE of Talkeetna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-03-22T20:56:01.300Z,32.6028333,-116.9756667,3.14,1.08,ml,29,199,0.03869,0.13,ci,ci38282095,2019-03-22T21:07:37.009Z,"7km ESE of Chula Vista, CA",quarry blast,0.49,0.51,0.087,5,reviewed,ci,ci
2019-03-22T20:25:05.280Z,33.5593333,-116.6655,9.59,0.27,ml,23,94,0.04455,0.1,ci,ci38282039,2019-03-22T20:50:31.119Z,"1km ENE of Anza, CA",earthquake,0.16,0.32,0.213,9,reviewed,ci,ci
2019-03-22T20:25:04.830Z,51.3988,-178.3318,56.68,4.8,mb,,64,0.455,1.02,us,us1000jkhb,2019-03-23T15:04:50.040Z,"55km SSW of Tanaga Volcano, Alaska",earthquake,6.9,5.3,0.028,408,reviewed,us,us
2019-03-22T20:21:45.010Z,36.4931667,-121.0721667,2.4,1.99,md,25,124,,0.06,nc,nc73155040,2019-03-23T00:12:02.815Z,"8km SE of Pinnacles, CA",earthquake,0.21,0.96,0.184,20,reviewed,nc,nc
2019-03-22T20:20:14.130Z,38.8129997,-122.7796631,1.21,0.55,md,7,176,0.0008393,0.03,nc,nc73155035,2019-03-22T20:48:03.143Z,"4km NNW of The Geysers, CA",earthquake,0.88,0.93,,1,automatic,nc,nc
2019-03-22T20:14:54.078Z,61.3434,-150.0451,29.3,2.4,ml,,,,0.51,ak,ak0193qaiway,2019-03-22T20:40:35.846Z,"15km NNW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-22T20:10:39.130Z,38.8160019,-122.7634964,1.6,0.87,md,10,61,0.0137,0.02,nc,nc73155030,2019-03-22T20:35:04.071Z,"4km W of Cobb, CA",earthquake,0.32,1,0.07,3,automatic,nc,nc
2019-03-22T20:04:38.200Z,38.8383333,-122.7806667,1.97,0.05,md,8,127,0.005411,0.02,nc,nc73155025,2019-03-22T23:33:04.585Z,"5km WNW of Cobb, CA",earthquake,0.64,0.44,0.241,2,reviewed,nc,nc
2019-03-22T20:04:02.430Z,19.4451675,-155.6031647,-0.87,1.75,md,11,90,0.006637,0.21,hv,hv70879572,2019-03-22T20:06:56.580Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.45,0.49,0.12,8,automatic,hv,hv
2019-03-22T19:55:15.980Z,35.9495,-117.6748333,6.32,0.76,ml,17,44,0.01991,0.1,ci,ci38282007,2019-03-22T20:42:26.126Z,"21km E of Little Lake, CA",earthquake,0.17,0.32,0.162,6,reviewed,ci,ci
2019-03-22T19:18:05.020Z,17.9718,-65.645,3,2.4,md,14,318,0.2656,0.37,pr,pr2019081012,2019-03-23T11:53:11.040Z,"21km S of Esperanza, Puerto Rico",earthquake,1.88,1.12,0.32,12,reviewed,pr,pr
2019-03-22T19:13:11.679Z,61.3939,-150.0097,32.4,1.6,ml,,,,0.26,ak,ak0193q9x5pf,2019-03-22T19:17:37.706Z,"14km SSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-22T19:09:30.630Z,48.7031,155.3415,48.05,4.2,mb,,189,4.656,1.09,us,us1000jkfl,2019-03-23T11:43:08.040Z,"226km SSW of Severo-Kuril'sk, Russia",earthquake,11.4,8.6,0.095,31,reviewed,us,us
2019-03-22T19:05:13.880Z,37.927,-121.9481667,-0.18,1.41,md,9,115,0.0206,0.06,nc,nc73155020,2019-03-22T22:40:27.045Z,"2km SW of Clayton, CA",quarry blast,0.25,31.61,0.16,5,reviewed,nc,nc
2019-03-22T19:04:59.076Z,69.3544,-144.3492,5,2.6,ml,,,,0.7,ak,ak0193q9vfhi,2019-03-23T11:36:45.040Z,"73km SSW of Kaktovik, Alaska",earthquake,,755,,,automatic,ak,ak
2019-03-22T18:57:18.570Z,33.8693333,-116.8293333,12.62,0.94,ml,40,64,0.05813,0.11,ci,ci38281903,2019-03-22T20:40:22.199Z,"7km SW of Cabazon, CA",earthquake,0.15,0.4,0.119,19,reviewed,ci,ci
